utterance,category
"where can I get information about delivery period? The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
I don't know how I can check how soon can I expect the item Could you please provide more information or assistance on this matter?,DELIVERY
"I need information about the delivery periods The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"show me when my delivery is going to arrive The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"where can I check how soon can I expect the delivery? The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"show me how long it usually takes for the delivery to arrive The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"can you help me checking how long the delivery takes? The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"how can I get information about the delivery period? The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"how can I check how long the delivery takes? The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"where can I check when my delivery is going to arrive? The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"I need to check how long the delivery takes The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
assistance checking when my item is going to arrive Could you please provide more information or assistance on this matter?,DELIVERY
"help me to check when my delivery is going to arrive The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"I would like to check when my delivery is going to arrive The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
can you help me checking when my item is going to arrive? Could you please provide more information or assistance on this matter?,DELIVERY
can you show me when will my item arrive? Could you please provide more information or assistance on this matter?,DELIVERY
could you help me checking how soon can I expect the item? Could you please provide more information or assistance on this matter?,DELIVERY
"I don't know how to check how soon can I expect the delivery The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"where to check when my delivery is going to arrive? The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
"I would like to know more about the delivery period The delivery date has passed, but I still haven't received my package. Can you help me find out what happened?",DELIVERY
I do not know what to do to buy some items Could you please provide more information or assistance on this matter?,ORDER
"check order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could you help me tracking an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have to track my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"assistance cancelling the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know how to cancel an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can you help me to check my order ETA? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can you help me to track my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know how to change some items of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want to track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I do not know what I need to do to track an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"where could I cancel an order I made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help with canceling the order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help canceling an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"assistance to track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could you help me tracking the last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need assistance with cancelling an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"is it possible to check the status of my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"where could I get information about cancelling an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want assistance to change the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need help with removing an item Could you please provide more information or assistance on this matter?,ORDER
"I need information about orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have problems with canceling an order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I can't add some items to an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"where to track the last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
making purchase Could you please provide more information or assistance on this matter?,ORDER
"I want assistance to track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
how do I buy some items? Could you please provide more information or assistance on this matter?,ORDER
I don't know what I have to do to buy some of your item Could you please provide more information or assistance on this matter?,ORDER
"how can I change several items of an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"would it be possible to track the last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
what do I need to do to buy several items? Could you please provide more information or assistance on this matter?,ORDER
I need assistance to buy an item Could you please provide more information or assistance on this matter?,ORDER
"question about cancelling the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know how I can buy some items Could you please provide more information or assistance on this matter?,ORDER
where can I buy some items? Could you please provide more information or assistance on this matter?,ORDER
"I want assistance to cancel my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how can I get information about changing orders? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want assistance to make an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want information about changing an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need assistance with removing something from an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"assistance cancelling an order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"track order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know what to do to buy several of your item Could you please provide more information or assistance on this matter?,ORDER
"I try to cancel the order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"problem with canceling the order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can you help me canceling the last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know how I could add something Could you please provide more information or assistance on this matter?,ORDER
could you help me to buy something? Could you please provide more information or assistance on this matter?,ORDER
"I don't know how to cancel my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"check ETA of order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can I change the last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need help to change something of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want assistance canceling an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want to track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have a question about changing the order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"is it possible to cancel my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help tracking my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know what I need to do to buy some of your item Could you please provide more information or assistance on this matter?,ORDER
"could you help me track my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have a problem with cancelling my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how to check my order ETA? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have a question about canceling orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know what I need to do to track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"problem with canceling my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
could you help me buy some of your item? Could you please provide more information or assistance on this matter?,ORDER
"assistance to check my order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
"add some items to an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
how can I buy some items? Could you please provide more information or assistance on this matter?,ORDER
"I do not want to pay for the order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"what do I need to do to make an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
could you help me buying several of your item? Could you please provide more information or assistance on this matter?,ORDER
"I am trying to cancel the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need assistance to buy several items Could you please provide more information or assistance on this matter?,ORDER
"I do not know how I could cancel the order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need help adding several items Could you please provide more information or assistance on this matter?,ORDER
"I don't know how I could track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me cancelling the last order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how can I track my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can you help me to add something to an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help to cancel my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I do not know what to do to check my order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need assistance to buy some of your item Could you please provide more information or assistance on this matter?,ORDER
"help me to track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
assistance buying some of your item Could you please provide more information or assistance on this matter?,ORDER
"how can I check my order ETA? I placed the order last week, but I haven't received any confirmation yet.",ORDER
help to buy several of your item Could you please provide more information or assistance on this matter?,ORDER
"where to make an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how can I cancel an order I made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have a question about canceling my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"where to cancel an order I made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want to buy an item Could you please provide more information or assistance on this matter?,ORDER
I don't know how I can add an item Could you please provide more information or assistance on this matter?,ORDER
can you help me buy several of your item? Could you please provide more information or assistance on this matter?,ORDER
where to buy several items? Could you please provide more information or assistance on this matter?,ORDER
"I want assistance tracking my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I do not know how I can buy some items Could you please provide more information or assistance on this matter?,ORDER
"I need assistance with cancelling my orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want assistance to change an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need to buy several items Could you please provide more information or assistance on this matter?,ORDER
I do not know what I have to do to buy several of your item Could you please provide more information or assistance on this matter?,ORDER
"can you help me cancel the order I made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me checking my order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need assistance buying some of your item Could you please provide more information or assistance on this matter?,ORDER
"I need help to change several items of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
where to buy several of your item? Could you please provide more information or assistance on this matter?,ORDER
"information about changing orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I do not know what I have to do to track my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
help me buy something Could you please provide more information or assistance on this matter?,ORDER
"what do I have to do to track the last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need assistance tracking the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me canceling the order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want help to add some items Could you please provide more information or assistance on this matter?,ORDER
"could you help me to cancel my last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I do not know how I could track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want assistance to change an order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help with canceling the order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want assistance to buy an item Could you please provide more information or assistance on this matter?,ORDER
"I don't know how to remove an item from an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need to make an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know how I could buy several of your item Could you please provide more information or assistance on this matter?,ORDER
"order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
I do not know how I can add an item Could you please provide more information or assistance on this matter?,ORDER
"what do I have to do to check my order ETA? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me changing something of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want help to buy several items Could you please provide more information or assistance on this matter?,ORDER
"is it possible to track my last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
what do I need to do to buy some of your item? Could you please provide more information or assistance on this matter?,ORDER
"I need assistance with canceling the order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have to cancel an order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want assistance to buy some of your item Could you please provide more information or assistance on this matter?,ORDER
"I need assistance with removing several items from an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need help to track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have problems with adding some items to an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
can you help me buying several items? Could you please provide more information or assistance on this matter?,ORDER
"I am trying to find information about cancelling an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"problems with adding an item to an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could you help me cancel the order I have made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have problems with cancelling an order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me to track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"what do I have to do to make an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need help with cancelling an order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know how I could buy an item Could you please provide more information or assistance on this matter?,ORDER
"I am trying to cancel an order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I would like to cancel the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how to remove some items from an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how to track my last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I try to check my order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
"problem with changing an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know how I could remove several items from an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want help to buy several of your item Could you please provide more information or assistance on this matter?,ORDER
"I do not know how I could cancel the last order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can I change the order I have made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
the items I have purchased aren't the ones I wanted Could you please provide more information or assistance on this matter?,ORDER
"help canceling the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"where can I track an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"assistance to track an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help to track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can you help me canceling my last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"would you give me information about order cancellations? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't want to pay for the last order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could I track my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want help to buy something Could you please provide more information or assistance on this matter?,ORDER
"cancel order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have got to make an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need help to add several items Could you please provide more information or assistance on this matter?,ORDER
"I have a question about changing my orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could you help me cancel an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
assistance to remove an item Could you please provide more information or assistance on this matter?,ORDER
"I have got to cancel my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need assistance to change an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need assistance with adding some items Could you please provide more information or assistance on this matter?,ORDER
"I need to cancel my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I do not know how to cancel the last order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I can't change an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I do not know what to do to buy some of your item Could you please provide more information or assistance on this matter?,ORDER
I have forgotten to include an item Could you please provide more information or assistance on this matter?,ORDER
can you help me to buy an item? Could you please provide more information or assistance on this matter?,ORDER
I want to buy some of your item Could you please provide more information or assistance on this matter?,ORDER
"I do not know how I could track an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"would it be possible to track an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
can you help me to remove an item? Could you please provide more information or assistance on this matter?,ORDER
I purchased the wrong item Could you please provide more information or assistance on this matter?,ORDER
"I have got to change an order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"is it possible to change an order I have made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"information about canceling an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want assistance to buy some items Could you please provide more information or assistance on this matter?,ORDER
"I do not know how I could cancel an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could you help me cancelling the order I made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how could I check the status of my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want help removing an item Could you please provide more information or assistance on this matter?,ORDER
is it possible to buy something? Could you please provide more information or assistance on this matter?,ORDER
"I do not want the order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want help making a purchase Could you please provide more information or assistance on this matter?,ORDER
"would you give me information about order cancelations? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"problem with removing some items from an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"question about canceling my orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need assistance to check the status of my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can you give me information about cancelling orders? I placed the order last week, but I haven't received any confirmation yet.",ORDER
help buying something Could you please provide more information or assistance on this matter?,ORDER
"can you help me to change my last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need assistance to track an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"assistance to check the status of my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need help to buy something Could you please provide more information or assistance on this matter?,ORDER
"I have got to cancel the last order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
help buying several items Could you please provide more information or assistance on this matter?,ORDER
"assistance changing the last order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
help with adding some items Could you please provide more information or assistance on this matter?,ORDER
"help me change something of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how could I track the last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
can you help me removing something? Could you please provide more information or assistance on this matter?,ORDER
"can you help me to cancel the last order I have made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"would it be possible to cancel the last order I have made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"adding product to last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help to check my order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have to track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want assistance checking my order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
how could I buy something? Could you please provide more information or assistance on this matter?,ORDER
"I need help tracking an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can I track my last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
assistance adding something Could you please provide more information or assistance on this matter?,ORDER
I want assistance buying several items Could you please provide more information or assistance on this matter?,ORDER
"I am looking for information about order cancelations I placed the order last week, but I haven't received any confirmation yet.",ORDER
"question about canceling an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"canceling order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I have to buy some items Could you please provide more information or assistance on this matter?,ORDER
"where can I check the status of my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can you help me check the status of my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know how I could buy something Could you please provide more information or assistance on this matter?,ORDER
"I need help to check the status of my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help changing an order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how do I track an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have problems with changing orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could you help me cancelling the last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me cancel the order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know how I can cancel the last order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have to change my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need help to check my order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need assistance to track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know what I have to do to make an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I do not know what to do to track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
where do I buy some items? Could you please provide more information or assistance on this matter?,ORDER
"what is the status of my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
how to make a purchase? Could you please provide more information or assistance on this matter?,ORDER
"is it possible to change an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"question about canceling the last order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
can you help me buy some items? Could you please provide more information or assistance on this matter?,ORDER
"I am trying to change my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I need help buying a few of your item Could you please provide more information or assistance on this matter?,ORDER
"could I remove several items from an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I do not know what to do to make a purchase Could you please provide more information or assistance on this matter?,ORDER
"I cannot change several items of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me canceling an order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help to cancel an order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"where to check the status of my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
where to buy some items? Could you please provide more information or assistance on this matter?,ORDER
"I want help removing several items from an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
how to buy several of your item? Could you please provide more information or assistance on this matter?,ORDER
"where can I get information about canceling an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have a question about canceling the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know how to make a purchase Could you please provide more information or assistance on this matter?,ORDER
"could you help me cancelling an order I made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
how to buy some items? Could you please provide more information or assistance on this matter?,ORDER
I have to buy an item Could you please provide more information or assistance on this matter?,ORDER
I would like to make a purchase Could you please provide more information or assistance on this matter?,ORDER
"I do not know how to track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want information about cancelling orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
help to buy several items Could you please provide more information or assistance on this matter?,ORDER
"I don't know how I could check the status of my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
could you help me add several items? Could you please provide more information or assistance on this matter?,ORDER
I do not know how to buy some items Could you please provide more information or assistance on this matter?,ORDER
"I can't track my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I do not know what I need to do to buy several of your item Could you please provide more information or assistance on this matter?,ORDER
how could I buy several of your item? Could you please provide more information or assistance on this matter?,ORDER
how can I buy an item? Could you please provide more information or assistance on this matter?,ORDER
assistance buying several of your item Could you please provide more information or assistance on this matter?,ORDER
"where could I check my order ETA? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"find information about cancelling an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have problems with canceling the last order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
can you help me to add some items? Could you please provide more information or assistance on this matter?,ORDER
help to buy some items Could you please provide more information or assistance on this matter?,ORDER
"problem with cancelling an order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I need help canceling the last order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"cancel an order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know how to add something Could you please provide more information or assistance on this matter?,ORDER
"help with changing the order I made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I can't pay for the order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have to track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want to change something of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I do not know how I could buy a few of your item Could you please provide more information or assistance on this matter?,ORDER
I do not know what to do to buy a few of your item Could you please provide more information or assistance on this matter?,ORDER
what do I need to do to buy a few of your item? Could you please provide more information or assistance on this matter?,ORDER
would it be possible to buy a few of your item? Could you please provide more information or assistance on this matter?,ORDER
"I need assistance to track my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have problems with cancelling the last order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
would it be possible to buy something? Could you please provide more information or assistance on this matter?,ORDER
"tell me about order cancelations I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how to add something to an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want help to add something Could you please provide more information or assistance on this matter?,ORDER
can you help me removing several items? Could you please provide more information or assistance on this matter?,ORDER
"could I track my last order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"would it be possible to track my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I don't know what I need to do to make a purchase Could you please provide more information or assistance on this matter?,ORDER
"question about canceling my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"how could I get information about order changes? I placed the order last week, but I haven't received any confirmation yet.",ORDER
I do not know how I could add something Could you please provide more information or assistance on this matter?,ORDER
"help me canceling my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"problem with adding some items to an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could I add something to an order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have to cancel my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"question about canceling orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me change several items of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I cannot remove some items from an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I do not know how I could check the status of my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
help to buy something Could you please provide more information or assistance on this matter?,ORDER
I do not know what to do to buy an item Could you please provide more information or assistance on this matter?,ORDER
could you help me buy some items? Could you please provide more information or assistance on this matter?,ORDER
I need to buy something Could you please provide more information or assistance on this matter?,ORDER
"I need assistance changing several items of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"give me information about cancelling orders I placed the order last week, but I haven't received any confirmation yet.",ORDER
"help me checking the status of my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"can you help me to cancel my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I would like to add some items to an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
where can I buy several of your item? Could you please provide more information or assistance on this matter?,ORDER
"help with changing something of an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
I want to buy some items Could you please provide more information or assistance on this matter?,ORDER
"I have to add some items to an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know how I can check my order ETA I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I cannot pay for my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"where can I cancel the order I have made? I placed the order last week, but I haven't received any confirmation yet.",ORDER
how do I buy something? Could you please provide more information or assistance on this matter?,ORDER
I need assistance to buy a few of your item Could you please provide more information or assistance on this matter?,ORDER
how to add something? Could you please provide more information or assistance on this matter?,ORDER
I do not know what I need to do to buy some of your item Could you please provide more information or assistance on this matter?,ORDER
"I don't want an order I have made I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know what to do to check the status of my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"question about changing an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"where could I check the status of my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have a problem with cancelling my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"assistance tracking an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could you help me checking the status of my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"could you help me changing my order? I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I want assistance tracking my order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I have got to remove several items from an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
how can I buy a few of your item? Could you please provide more information or assistance on this matter?,ORDER
"I cannot track my last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
can you help me remove something? Could you please provide more information or assistance on this matter?,ORDER
"I need assistance tracking an order I placed the order last week, but I haven't received any confirmation yet.",ORDER
"I don't know how I can track the last order I placed the order last week, but I haven't received any confirmation yet.",ORDER
